Unnamed: 0,Crisis,Year,Type of Crisis,Full Date
1539,"The popularity of mobile phones and text messaging surged in the 2000s in the Western world. The advent of text messaging made possible new forms of interaction that were not possible before, leading to positive implications such as having the ability to receive information on the move. Nevertheless, it also led to negative social implications such as ""cyberbullying"" and the rise of traffic collisions caused by drivers who were distracted as they were texting while driving.",2000,Technology,
1540,"Mobile internet, first launched in Japan with the i-mode in 1999, became increasingly popular with people in developed countries throughout the decade, thanks to improving cell phone capabilities and advances in mobile telecommunications technology, such as 3G.",2000,Technology,
1541,"E-mail continued to be popular throughout the decade. It began to replace ""snail mail"" (also known, more neutrally, as paper mail, postal mail, land mail, or simply mail or post) as the primary way of sending letters and other messages to people in faraway locations, though it has been available since 1971.",2000,Technology,
1542,"Smartphones, which combine mobile phones with the features of personal digital assistants and portable media players, first emerged in the 1990s but did not become popular until the late 2000s. Smartphones are rich in features and often have high resolution touchscreens and web browsers. The first modern smartphone was the iPhone 2G. It was released in June 2007 in the United States, and in November 2007, the United Kingdom, France, Germany, Portugal, Ireland and Austria. It was the first smartphone to not include a physical keyboard, solely utilizing a touch screen and a home button.",2000,Technology,
1543,"Due to the major success of broadband Internet connections, VoIP starts to gain popularity as a replacement for traditional telephone lines.",2000,Technology,
1544,"Wireless internet became prominent by the end of the decade, as well as internet access in devices besides computers, such as mobile phones and gaming consoles.",2000,Technology,
1545,"Email became a standard form of interpersonal written communication, with popular addresses available to the public on Hotmail (now Outlook.com), Gmail and Yahoo! Mail.",2000,Technology,
1546,"Normalisation became increasingly important as massive standardized corpora and lexicons of spoken and written language became widely available to laypeople, just as documents from the paperless office were archived and retrieved with increasing efficiency using XML-based markup.",2000,Technology,
1547,"Peer-to-peer technology gained massive popularity with file sharing systems enabling users to share any audio, video and data files or anything in digital format, as well as with applications which share real-time data, such as telephony traffic.",2000,Technology,
1548,"VPNs (virtual private networks) became likewise accessible to the general public, and data encryption remained a major issue for the stability of web commerce.",2000,Technology,
1549,"Boom in music downloading and the use of data compression to quickly transfer music over the Internet, with a corresponding rise of portable digital audio players. As a result, the entertainment industry struggled through the decade to find digital delivery systems for music, movies, and other media that reduce copyright infringement and preserve profit.",2000,Technology,
1550,The USB flash drive replaces the floppy disk as the preferred form of low-capacity mobile data storage.,2000,Technology,
1551,"During the decade, Windows 2000, XP, Microsoft Office 2003, Vista[dubious – discuss] and Office 2007 (and later Windows 7[dubious – discuss]) become the ubiquitous industry standards[dubious – discuss] in personal computer software until the end of the decade, when Apple began to slowly gain market share. Windows ME and Microsoft Office XP were also released during the decade.",2000,Technology,
1552,"Open-source software, such as the Linux operating system, the Mozilla Firefox web browser and VLC media player, gain ground.",2000,Technology,
1553,"Internet commerce became standard for reservations; stock trading; promotion of music, arts, literature, and film; shopping; and other activities.",2000,Technology,
1554,"During this decade certain websites and search engines became prominent worldwide as transmitters of goods, services and information. Some of the most popular and successful online sites or search engines of the 2000s included Google, Yahoo!, Wikipedia, Amazon, eBay, MySpace, Facebook, Twitter, and YouTube.",2000,Technology,
1555,"More and more businesses began providing paperless services, clients accessing bills and bank statements directly through a web interface.",2000,Technology,
1556,"Google, YouTube, Ask.com and Wikipedia emerged as popular websites, becoming the 2nd, 3rd, 7th and 9th most popular websites by the end of the decade respectively. Amazon overtook eBay as the most-visited e-commerce site in 2008. AOL significantly declined in popularity throughout the decade, falling from being the most popular website to no longer being within the top 10. Excite and Lycos fell outside the top 10, and MSN fell from the second to sixth most popular site, though it quadrupled its monthly visits (going from 325 to 1.2 billion monthly visits). Yahoo! maintained relatively stable popularity, remaining the most popular website for most of the decade.",2000,Technology,
1557,"GPS (Global Positioning System) became very popular especially in the tracking of items or people, and the use in cars (see Automotive navigation systems). Games that utilized the system, such as geocaching, emerged and became popular.",2000,Technology,
1558,"Green laser pointers[189] appeared on the market circa 2000, and are the most common type of DPSS lasers (also called DPSSFD for ""diode pumped solid state frequency-doubled"").",2000,Technology,
1559,"Chip and PIN is the brand name adopted by the banking industries in the United Kingdom and Ireland for the rollout of the EMV smart card payment system for credit, debit and ATM cards.",2000,Technology,
1560,ATM crime in Europe jumped to €485m (£423m) in 2008 following a 149% rise in attacks on cash machines. Gangs are turning to Bluetooth wireless technology to transmit card and personal identification number (PIN) details to nearby laptops and using increasingly sophisticated techniques to skim cards.,2000,Technology,
1561,Portable laptops became popular during the late 2000s.,2000,Technology,
1562,"More conventional smash-and-grab attacks are also on the rise, says Enisa, the European Network and Information Security Agency. It reports a 32% rise in physical robberies on ATMs, ranging from ram raids to the use of rotary saws, blowtorches and diamond drills. It blames the increase on criminal gangs from eastern Europe",2000,Technology,
